nome;morada;postal;localidade;lat;lng;codigo
Escola Básica de Gandra, Penafiel;Gandra  Guilhufe  PNF  ;4560 - 143 guilhufe;Gandra;41.203773;-8.315609;1311000
Escola Básica de Gandra, Ponte de Lima;Telheiro  ;4990 - 640 gandra ptl;Gandra;41.78062;-8.495113;1607705
Escola Básica de Gandra, Águas Santas, Maia;Praça Dr. José Vieira de Carvalho  ;4470 - 202 maia;Águas Santas;41.2164;-8.561902;62758
Escola Básica de Garapoa, Celeirós, Braga;R. dos Malmequeres  ;4700 - 598 parada de tibães;Celeirós;41.520107;-8.455031;303229
Escola Básica de Garfe, Póvoa de Lanhoso;Garfe - Salgueiros  ;4830 - 294 garfe;Salgueiros;41.53908;-8.246812;309000
Escola Básica de Gavião, Vila Nova de Famalicão;Rua de Agra, 700  ;4760 - 202 vila nova de famalicão;Gavião;41.426098;-8.506066;312468
Escola Básica de Geme, Vila Verde;Igreja - Geme  ;4730 - 000 vila verde;Vila Verde;41.664974;-8.428341;313619
Escola Básica de Gemeses, Esposende;Avenida da Igreja - Calvário  ;4740 - 494 gemeses;Gemeses;41.52315;-8.730561;306445
Escola Básica de Gens, Gondomar;R. da Escola  ;4420 - 000 gondomar;Gens;41.115402;-8.482265;1304879
Escola Básica de Geraz do Lima, Viana do Castelo;Lugar da Ponte  ;4905 - 558 geraz lima (sta leocádia);Geraz do Lima;41.701504;-8.663993;1609421
Escola Básica de Germunde, Cruz do Romeu, Guimarães;Rua D. Delfina de Vasconcelos  ;4810 - 000 creixomil - salgueiral;Cruz do Romeu - Ronfe;41.44007;-8.3875475;308283
Escola Básica de Gervide, Oliveira do Douro, Vila Nova de Gaia;R. de Diu  ;4430 - 379 vila nova de gaia;Oliveira do Douro;41.127228;-8.593053;1317748
Escola Básica de Gestalinho, Maia;R. Padre Abílio Sampaio  ;4475 - 001 maia;Gestalinho;41.246677;-8.610415;1306205
Escola Básica de Gestosa, Sandim, Vila Nova de Gaia;Rua de Gende  ;4415 - 824 sandim;Sandim;41.043392;-8.504828;1317049
Escola Básica de Giesta, Pedrouços, Maia;R. General Humberto Delgado  ;4425 - 653 maia;Pedrouços;41.18885;-8.582936;1306477
Escola Básica de Gilde, Ferreira, Paços de Ferreira;R. Coutada  ;4590 - 176 codessos;Ferreira;41.268;-8.336154;1309833
Escola Básica de Gilmonde, Barcelos;Travessa da Escola  ;4755 - 238 gilmonde;Gilmonde;41.50896;-8.66277;296960
Escola Básica de Gião de Cima, Vila do Conde;Rua da Estrada Principal  ;4485 - 176 gião vcd;Gião de Cima;41.307606;-8.67935;1316265
Escola Básica de Godim, Peso da Régua;Bairro das Alagoas  ;5050 - 063 godim;Godim;41.167664;-7.801417;1708001
Escola Básica de Godinho, Matosinhos;R. do Godinho  ;4450 - 150 matosinhos;Matosinhos;41.18371;-8.688023;1308350
Escola Básica de Golães, Fafe;Calvário  ;4820 - 449 golães;Golães;41.466236;-8.194973;307785
Escola Básica de Gondar, Guimarães;Cruzeiro - Gondar  ;4810 - 000 creixomil - salgueiral;Gondar;41.420593;-8.3693;308724
Escola Básica de Gondarém, Cabeceiras de Basto;Gondarém - S.Nicolau  ;4860 - 137 cabeceiras de basto;Gondarém;41.553165;-8.019513;304868
Escola Básica de Gondifelos, Vila Nova de Famalicão;Av. Sta Marinha, 257  ;4760 - 503 gondifelos;Gondifelos;41.42138;-8.601437;312787
Escola Básica de Gondivai, Leça do Balio, Matosinhos;Rua Manuel da Silva Santos, Nº 49  ;4465 - 685 leça do balio;Leça do Balio;41.207962;-8.632559;1308859
Escola Básica de Gondizalves, Braga;Rua do Assento, n.º 4  ;4700 - 158 gondizalves;Gondizalves;41.54094;-8.457933;303652
Escola Básica de Gondomar;Avenida 25 de Abril, n.º 183 - Apartado 208  ;4420 - 355 gondomar;S. Cosme;41.13798;-8.533962;1304335
Escola Básica de Gonça, Guimarães;R. José da Silva Gonzalez  ;4800 - 435 gonça;Gonca;41.50853;-8.24925;308285
Escola Básica de Gouveia, Marco de Canaveses;Várzea de Ovelha Aliviada  ;4635 - 598 várzea ovelha e aliviada;Gouveia;41.204964;-8.099494;1307003
Escola Básica de Gralheira, Cinfães; Gralheira  ;4690 - 300 gralheira;Gralheira;41.004944;-7.9714503;1804472
Escola Básica de Granja, Rates, Póvoa de Varzim;Rua da Escola Nova, s/n  ;4570 - 427 rates;Rates;41.43546;-8.683415;1313084
Escola Básica de Granja, São Felix da Marinha, Vila Nova de Gaia;Av. Marechal Gomes da Costa - Granja  ;4405 - 371 s. felix da marinha;S. Felix da Marinha;41.038082;-8.641221;1317705
Escola Básica de Granja, Águas Santas, Maia;R. Manuel Francisco Araújo  ;4425 - 026 maia;Águas Santas;41.20197;-8.562218;1306078
Escola Básica de Gualtar, Braga;R. Oscar Dias Pereira  ;4710 - 081 braga;Gualtar;41.56696;-8.388032;303910
Escola Básica de Guardizela, Guimarães;Monte - Guardizela  ;4800 - 000 guimarães;Monte;41.387653;-8.366213;308878
Escola Básica de Gueifães, Maia;Avª Comendador Carlos Ferreira da Silva  ;4470 - 030 maia;Gueifães;41.214306;-8.599602;1306561
Escola Básica de Gueral, Barcelos;Lugar de Quintão  ;4755 - 252 gueral;Gueral;41.458126;-8.629949;302504
Escola Básica de Guilheta, Esposende;Rua da Escola  ;4740 - 013 antas eps;Guilheta;41.605316;-8.794412;306208
Escola Básica de Guilhofrei, Vieira do Minho;EN205  ;4850 - 194 guilhofrei;Penelas;41.572678;-8.12795;311940
Escola Básica de Guisande, Braga;Pereira  ;4705 - 479 guisande brg;Guisande;41.482502;-8.446588;303507
Escola Básica de Gândara, Viana do Castelo;R. da Escola - Sta Maria  ;4905 - 604 geraz lima (sta maria);Gândara;41.70821;-8.681119;1609183
Escola Básica de Góios, Esposende;Rua da Escola - Góios  ;4740 - 538 esposende;Marinhas;41.543205;-8.763627;306235
Escola Básica de Hortas, Vila Nova de Gaia;Rua Escola Nova - Hortas  ;4415 - 650 lever;Painçais - Lever;41.06257;-8.481748;1317667
Escola Básica de Idães, Felgueiras;Rua Dr. Machado Matos 118 ;4650 - 135 idães;Idães;41.326817;-8.260828;1303001
Escola Básica de Igreja - Cristelo, Barcelos;Avenida Padre Abel Varzim (EM 553)  ;4755 - 176 cristelo bcl;Igreja;41.479763;-8.697802;302569
Escola Básica de Igreja - São Salvador, Guimarães;Rua da Escola  ;4805 - 450 salvador briteiros;Briteiros S. Salvador;41.52289;-8.323511;308791
Escola Básica de Igreja Velha, São Mamede de Infesta, Matosinhos;Tv. Henrique Bravo  ;4465 - 173 são mamede de infesta;S. Mamede de Infesta;41.195473;-8.602485;1308456
Escola Básica de Igreja de São Paio de Oleiros, Santa Maria da Feira;Av. Dr. Domingos Coelho, 17  ;4535 - 428 são paio de oleiros;S. Paio de Oleiros;40.988956;-8.596241;45435
Escola Básica de Igreja e Lavadores, Vila Nova de Gaia;R. Padre José António Ferreira  ;4415 - 714 olival vng;Igreja e Lavadores - Olival;41.04507;-8.542745;1317685
Escola Básica de Igreja, Alvarães, Viana do Castelo;Rua dos Cruzeiros  ;4905 - 205 alvarães;Alvarães;41.640064;-8.746514;1609527
Escola Básica de Igreja, Areias, Santo Tirso;Rua de Santiago 957  ;4780 - 059 areias sts;Areias;41.362427;-8.479979;1314789
Escola Básica de Igreja, Banho e Carvalhosa, Marco de Canaveses;Banho e Carvalhosa  ;4635 - 029 banho e carvalhosa;Igreja;41.238125;-8.163782;1307824
Escola Básica de Igreja, Barreiro, Baião;Rua 1º de Maio - Barreiro  ;4640 - 462 santa marinha do zêzere;Barreiro;41.14017;-7.952847;1302138
Escola Básica de Igreja, Beiriz, Póvoa de Varzim;Lugar da Igreja  ;4495 - 332 póvoa de varzim;Beiriz;41.396225;-8.724849;1313854
Escola Básica de Igreja, Cardielos, Viana do Castelo;Cardielos  ;4900 - 040 viana do castelo;Viana do Castelo;41.712345;-8.739397;1609928
Escola Básica de Igreja, Cruzeiro, Penafiel;Lugar do Cruzeiro  ;4560 - 800 são mamede recezinhos;S. Mamede de Recesinhos;41.239063;-8.204383;1311685
Escola Básica de Igreja, Escapães, Santa Maria da Feira;Largo Igreja  ;4520 - 021 escapães;Escapães;40.921803;-8.517217;109027
Escola Básica de Igreja, Figueiras, Lousada;Igreja  ;4620 - 200 figueiras;Figueiras;41.277832;-8.322358;1305770
Escola Básica de Igreja, Guilhufe, Penafiel;Tapado  ;4560 - 163 guilhufe;Guilhufe;41.191788;-8.31535;1311369
Escola Básica de Igreja, Guimarei, Santo Tirso;Rua de Guimarei  ;4825 - 189 santo tirso;Guimarei;41.300278;-8.47999;1314737
Escola Básica de Igreja, Lama, Santo Tirso;Rua Padre Jacinto Marques  ;4780 - 281 lama sts;Lama;41.3616;-8.467088;1314220
Escola Básica de Igreja, Lobão, Santa Maria da Feira;Rua Santo António nº75  ;4505 - 520 lobão;Igreja;40.984753;-8.4873905;109873
Escola Básica de Igreja, Lomba, Amarante;Escola de Igreja - Lomba  ;4600 - 661 lomba amt;Lomba;41.251804;-8.064486;1301336
Escola Básica de Igreja, Lourosa, Santa Maria da Feira;Av. das Cruzes  ;4535 - 011 lourosa;Igreja;40.990158;-8.5437;109330
Escola Básica de Igreja, Malta, Vila do Conde;Largo Santa Apolónia, 136 - Igreja  ;4485 - 432 malta;Malta;41.300865;-8.66236;1316166
Escola Básica de Igreja, Meadela, Viana do Castelo;R. Qta Do Bispo de Angola  ;4900 - 793 viana do castelo;Meadela;41.709023;-8.80399;1609857
Escola Básica de Igreja, Milheirós de Poiares, Santa Maria da Feira;Rua João Alves Moreira, n.º 65  ;3700 - 738 milheirós de poiares;Milheirós de Poiares;40.922;-8.468521;109561
Escola Básica de Igreja, Milhundos, Penafiel;Igreja  ;4560 - 231 milhundos;Milhundos;41.202908;-8.271701;1311707
Escola Básica de Igreja, Modivas, Vila do Conde;Rua da Longa  ;4485 - 595 modivas;Modivas;41.298027;-8.691197;1316551
Escola Básica de Igreja, Nogueira, Viana do Castelo;Escola de Igreja  ;4900 - 230 s. romão de neiva;Nogueira;41.74012;-8.735063;1609944
Escola Básica de Igreja, Paços de Brandão, Santa Maria da Feira;Lg. da Igreja, 212 - Paços de Brandão  ;4535 - 275 paços de brandão;Paços de Brandão;40.974766;-8.589536;109714
Escola Básica de Igreja, Ribeira, Ponte de Lima;Igreja_ Ribeira  ;4990 - 399 ponte de lima;Ribeira;41.770504;-8.5566225;1607823
Escola Básica de Igreja, Romariz, Santa Maria da Feira;Rua das Escolas, 121  ;3700 - 896 romariz;Romariz;40.943268;-8.454153;109469
Escola Básica de Igreja, Roço, Amarante;Roco  ;4615 - 097 figueiró (santa cristina);Roço;41.296124;-8.177528;1301426
Escola Básica de Igreja, Ruivães, Vila Nova de Famalicão;Avenida Central, n.º 85  ;4770 - 209 joane;Ruivães;41.39657;-8.442645;312584
Escola Básica de Igreja, Sande - São Martinho, Guimarães;Rua Padre António F. Ribeiro, 359  ;4800 - 802 sande s martinho;Lugar da Igreja;41.496872;-8.360987;308454
Escola Básica de Igreja, Torre, Viana do Castelo;Lg da Igreja - Torre  ;4900 - 000 viana do castelo;Igreja;41.719536;-8.718315;1609239
Escola Básica de Igreja, Vila Boa de Quires, Marco de Canaveses;Vila Boa de Quires  ;4635 - 709 vila boa de quires;Igreja;41.208946;-8.199692;1307016
Escola Básica de Igreja, Vila Caiz, Amarante;Igreja  - Vila Caiz  ;4600 - 786 vila caiz;Vila Caiz;41.236214;-8.142248;1301190
Escola Básica de Igreja, Vila Chã, Vila do Conde;R. da Igreja  ;4485 - 692 vila chã vcd;Vila Chã;41.296127;-8.724116;1316874
Escola Básica de Ilha, Valongo;R. da Passagem  ;4440 - 565 valongo;Valongo;41.187294;-8.49326;1315945
Escola Básica de Infantas, Guimarães;Rua 25 de Abril  ;4810 - 596 infantas;Vila Nova das Infantas;41.42733;-8.245876;308223
Escola Básica de Infias, Vizela;Rua Portos Júnior, n. º1029  ;4815 - 096 ínfias viz;Infias;41.395638;-8.309047;308714
Escola Básica de Izeda, Bragança;R. Fonte dos Passarinhos  ;5300 - 608 izeda;Izeda;41.569668;-6.725269;402554
Escola Básica de Janardo, Vale de Cambra;Janardo  ;3730 - 063 vale de cambra;Janardo;40.799988;-8.39587;119507
Escola Básica de Jancido, Gondomar;Rua da Escola Nova  ;4515 - 125 foz do sousa;Jancido;41.09206;-8.491678;1304177
Escola Básica de Joane, Vila Nova de Famalicão;Rua da Devesa  ;4770 - 243 joane;Joane;41.43981;-8.41111;98114
Escola Básica de Jovim e Foz do Sousa, Gondomar;Rua Srª das Dores  ;4510 - 138 jovim;Gondomar;41.115307;-8.511417;1304279
Escola Básica de Jugueiros, Felgueiras;Rua 25 de Abril 287 ;4610 - 351 jugueiros;Jugueiros;41.3958;-8.200999;296338
Escola Básica de Junqueira, Vilar do Paraíso, Vila Nova de Gaia;R. Egas Moniz, nº 43  ;4405 - 781 vila nova de gaia;Vilar do Paraíso;41.102573;-8.613239;1317691
Escola Básica de Laboreira, Viana do Castelo;Laboreira  ;4905 - 255 deão;Deão;41.700096;-8.699978;1609889
Escola Básica de Laborim de Baixo, Vila Nova de Gaia;R. Laborim de Baixo  ;4430 - 129 vila nova de gaia;Vila Nova de Gaia;41.106552;-8.604855;1317297
Escola Básica de Laborim de Cima, Vila Nova de Gaia;R. da Tapada  - Mafamude  ;4430 - 244 vila nova de gaia;Vila Nova de Gaia;41.105843;-8.596566;1317263
Escola Básica de Labruge, Vila do Conde;Rua dos Quatro Caminhos  ;4485 - 331 labruge;Vila do Conde;41.27509;-8.723616;295875
Escola Básica de Ladoeiro, Baião;Rua do Monte - Ladoeiro  ;4640 - 223 frende;Frende;41.125546;-7.927301;1302314
Escola Básica de Ladário, Fontelas, Marco de Canaveses;Constance  ;4635 - 133 constance;Fontelas;41.210995;-8.1690035;1307839
Escola Básica de Ladário, Tabuado, Marco de Canaveses;R. Dr. Amadeu da Encarnação - 407  ;4635 - 450 tabuado;Tabuado;41.185024;-8.123174;1307243
Escola Básica de Lagares, Felgueiras;Monte das Ruas  ;4610 - 426 lagares flg;Lagares;41.360905;-8.225384;1303844
Escola Básica de Lagares, Penafiel;Avenida do Desporto  ;4560 - 187 lagares pnf;Igreja - Lagares;41.13024;-8.362649;1311007
Escola Básica de Lagarinhos, Brufe, Vila Nova de Famalicão;Rua Manuel Moreira Maia - Brufe  ;4760 - 266 ribeirão;Vila Nova de  Famalicão;41.418594;-8.531819;312868
Escola Básica de Lage, Caminha;Lugar da Lage  ;4910 - 020 âncora;Âncora;41.795677;-8.84696;1602337
Escola Básica de Lage, Santo Tirso;Vilarinho - Lage  ;4795 - 795 vilarinho sts;Lage;41.364292;-8.340018;1314727
Escola Básica de Lage, Vila Verde;Lugar de Aveleda  ;4730 - 240 lage;Bouçós;41.622643;-8.467168;313331
Escola Básica de Lagoa, Santiago de Bougado, Trofa;Rua Mestre Portela Lagoa  ;4785 - 589 trofa;Santiago de Bougado;41.3352;-8.5760975;1314494
Escola Básica de Lagoa, Valbom, Gondomar;Rua Jaime Cortesão  ;4420 - 469 valbom gdm;Valbom;41.143684;-8.553504;1304064
Escola Básica de Lagoa, Vila Nova de Famalicão;R. da Escola  ;4770 - 284 lagoa vnf;Lugar de Igreja;41.387135;-8.494254;312680
Escola Básica de Lagoas, Lousada;Nevogilde  ;4620 - 429 nevogilde lsd;Lagoas;41.25749;-8.308207;1305072
Escola Básica de Lagoas, Ponte de Lima;Rua dos Pentieiros  ;4990 - 590 estorãos ptl;Estorãos, Ponte de Lima;41.77716;-8.649571;296752
Escola Básica de Lagoas, Vizela;Rua Dr. António Pinto  nº 120-A  ;4815 - 392 santo adrião de vizela;Santo Adrião de Vizela;41.372494;-8.294282;1303765
Escola Básica de Lagos, Vilar do Paraíso, Vila Nova de Gaia;R. do Barroco  ;4405 - 907 vila nova de gaia;Vilar do Paraíso;41.11139;-8.622922;1317210
Escola Básica de Lama, Amarante;Lama  ;4615 - 187 figueiró (santiago);Figueiró;41.300175;-8.15419;1301485
Escola Básica de Lamas de Orelhão, Mirandela;Rua da Escola  ;5370 - 152 lamas de orelhão;Lamas de Orelhão;41.440918;-7.2927856;407764
Escola Básica de Lamaçães, Braga;R. Dr. Egidio Guimarães  ;4715 - 248 braga;Lamaçães;41.546947;-8.4024;303090
Escola Básica de Lamego;R. de Fafel  ;5100 - 143 lamego;Lamego;41.097603;-7.8179526;1805921
Escola Básica de Lamego Sudeste;Ferreirim  ;5100 - 481 ferreirim lmg;Ferreirim;41.049652;-7.777615;1805001
Escola Básica de Lamoso, Paços de Ferreira;Rua da Igreja  ;4590 - 419 lamoso;Lamoso;41.319458;-8.35396;1309003
Escola Básica de Landim, Vila Nova de Famalicão;Rua da Escola Primária, n.º 15  ;4770 - 318 landim;Landim;41.38414;-8.468665;312780
Escola Básica de Lanhas, Vila Verde;Rua 1º de Maio  ;4730 - 000 vila verde;Lanhas;41.663445;-8.407957;313257
Escola Básica de Lanheses, Viana do Castelo;Alameda 25 de Abril  ;4900 - 185 lanheses;Lanheses;41.736298;-8.676694;1609007
Escola Básica de Lardosa, Marco de Canaveses;Lardosa  ;4630 - 693 soalhães;Soalhães;41.17407;-8.089582;1307344
Escola Básica de Lavadores, Canidelo, Vila Nova de Gaia;R. Escola de  Lavadores  ;4400 - 441 vila nova de gaia;Canidelo;41.13008;-8.661849;1317254
Escola Básica de Lavra, Cinfães;Espadanedo  ;4690 - 119 espadanedo cnf;Lavra;41.08053;-8.203664;1804249
Escola Básica de Lebução, Valpaços;Av. do Estádio  ;5430 - 163 lebução;Lebução;41.754738;-7.2661414;1712735
Escola Básica de Leirós, Vila Nova de Gaia;R. Central de Afonsim  ;4415 - 196 pedroso;Leirós -  Pedroso;41.04636;-8.553453;1317399
Escola Básica de Leitões, Guimarães;Rua da Escola  ;4805 - 519 são martinho sande;Leitões;41.475426;-8.391196;308395
Escola Básica de Lente, Vila do Conde;Lugar de Lente  ;4480 - 056 árvore;Árvore;41.340343;-8.700071;1316786
Escola Básica de Leomil, Moimenta da Beira;Avenida Leontino da Fonseca Martins  ;3620 - 164 leomil mbr;Leomil;40.98506;-7.6565714;1807856
Escola Básica de Leça do Balio, Matosinhos;Alameda D. Manuel Martins- Apartado 2065  ;4465 - 332 leça do balio;Leça do Balio;41.21762;-8.633355;1308245
Escola Básica de Livração, Marco de Canaveses;Livração  ;4635 - 518 toutosa;Toutosa;41.22078;-8.14461;1307203
Escola Básica de Lixa, Gondomar;Lg Escola  ;4515 - 007 covelo gdm;Lixa;41.076176;-8.464461;1304202
Escola Básica de Loivos da Ribeira, Baião;Loivos da Ribeira  ;4640 - 344 loivos da ribeira;Loivos da Ribeira;41.140827;-7.923006;1302001
Escola Básica de Lomar, Braga;R. José Lopes Silva Granja-Lomar  ;4700 - 000 braga;Boucinha;41.528496;-8.427773;303645
Escola Básica de Lomar, Penafiel;Lomar  ;4560 - 210 luzim;Luzim;41.15198;-8.244076;1311144
Escola Básica de Lomba, Matosinhos;Rua da Lomba  ;4460 - 040 guifões;Lomba;41.20691;-8.663262;1308085
Escola Básica de Lombelho, Igreja, Valongo;Rua de S. José, 198 - Igreja  ;4445 - 204 alfena;Alfena;41.232143;-8.522632;1315435
Escola Básica de Longos, Guimarães;Passal - Longos  ;4800 - 466 passal;Passal;41.517456;-8.355554;308495
Escola Básica de Lordelo, Porto;R. das Condominhas, 774  ;4150 - 224 porto;Porto;41.153706;-8.64823;1312974
Escola Básica de Lordelo, Vale de Cambra;Rua do Corgo  ;3730 - 404 vale de cambra;Vila Chã;40.850727;-8.414124;119260
Escola Básica de Lordelo, Vila Real;Lordelo  ;5000 - 000 vila real;Lordelo;41.318726;-7.765586;1714859
Escola Básica de Louredo, Amarante;Louredo  ;4600 - 720 salvador do monte;Salvador do Monte;41.23719;-8.091708;1301780
Escola Básica de Louredo, Calendário, Vila Nova de Famalicão;Rua Clube dos Caçadores - Calendário  ;4760 - 315 vila nova de famalicão;Calendário;41.404514;-8.533094;312091
Escola Básica de Louredo, Cinfães;Rua da Escola  ;4690 - 545 são cristovão de nogueira;Louredo;41.081955;-8.117364;1804853
Escola Básica de Louredo, Santa Maria da Feira;Rua Domingos Ferreira, nº 45  ;4525 - 380 louredo vfr;Louredo;40.973846;-8.455409;109062
Escola Básica de Loureiro, Alumieira, Oliveira de Azeméis;Alumieira - Loureiro  ;3720 - 051 loureiro oaz;Oliveira de Azeméis;40.81063;-8.530356;113010
Escola Básica de Loureiro, Grijó, Vila Nova de Gaia;R. da Escola do Loureiro  ;4415 - 464 grijó vng;Grijó;41.022133;-8.571428;1317359
Escola Básica de Loureiro, Vila do Conde;Lugar de Loureiro  ;4480 - 119 árvore;Árvore;41.33752;-8.7180395;1316199
Escola Básica de Louro / Mouquim, Vila Nova de Famalicão;Rua Manuel Gonçalves da Costa  ;4760 - 558 louro;Vila Nova de Famalicão;41.4329;-8.541099;97189
Escola Básica de Lousada Centro, Lousada;R. Hans Isler - Cristelos  ;4620 - 000 lousada;Lousada;41.273346;-8.286755;1305606
Escola Básica de Lousada Este, Lousada;Lugar do Mouro - Caíde Rei  ;4620 - 058 caíde de rei;Lousada;41.260803;-8.222087;1305009
Escola Básica de Lousado, Vila Nova de Famalicão;R. Luís de Camões  ;4760 - 000 vila nova de famalicão;Serra;41.351482;-8.534119;312358
Escola Básica de Loução, Caminha;Avenida Barão de S. Roque  ;4910 - 354 venade;Loução;41.858013;-8.817937;1602631
Escola Básica de Lustosa, Lousada;Lugar de S. Roque  ;4620 - 268 lustosa;Lustosa;41.33669;-8.320153;48224
Escola Básica de Macedo de Cavaleiros;Padrão Norte Macedo de Cavaleiros  ;5340 - 308 macedo de cavaleiros;Macedo de Cavaleiros;41.538002;-6.9546514;405001
Escola Básica de Machuqueiras, Laúndos, Póvoa de Varzim;Rua dos Bragas  ;4570 - 334 laúndos;Laúndos;41.441254;-8.71721;1313896
Escola Básica de Macieira da Lixa, Felgueiras;Maciera da Lixa  ;4615 - 410 macieira da lixa;Macieira da Lixa ;41.351463;-8.158969;51348
Escola Básica de Macieira de Rates, Barcelos;Rua Alexandrina Pereira dos Santos  ;4755 - 274 macieira de rates;Outeirinho;41.431103;-8.635198;302306
Escola Básica de Macieira de Sarnes, Oliveira de Azeméis;Rua dos Ingleses, nº 30  ;3700 - 701 macieira de sarnes;Macieira de Sarnes;40.902664;-8.467034;113293
Escola Básica de Macieira, Macieira da Mata, Vila do Conde;R. Ventura Pereira Pena  ;4485 - 412 macieira da maia;Macieira da Mata;41.340454;-8.676565;1316830
Escola Básica de Macinhata, Vale de Cambra;Rua da Escola  ;3730 - 067 vale de cambra;Macinhata;40.839863;-8.389829;119917
Escola Básica de Madail, Oliveira de Azeméis;Rua Joaquim Moreira  ;3720 - 113 madail;Madail;40.838852;-8.504049;113169
Escola Básica de Magarão, Vila Nova de Gaia;Rua Dr. Adelino Gomes  ;4430 - 817 avintes;Magarão --- Avintes;41.117443;-8.566954;1317479
Escola Básica de Mairos, Chaves;Rua Carminda Ribeiro  ;5400 - 640 mairos;Mairos;41.82416;-7.3395505;1703798
Escola Básica de Mandim, Barca, Maia;Rua Velha de Mandim  ;4475 - 054 maia;Barca;41.253014;-8.621733;1306114
Escola Básica de Manhente, Barcelos;Lugar de Casas Novas  ;4750 - 557 manhente;Manhente;41.55545;-8.572895;302791
Escola Básica de Maninho, Madalena, Vila Nova de Gaia;R. Escola do Maninho  ;4405 - 746 vila nova de gaia;Madalena;41.110157;-8.63371;1317782
Escola Básica de Mar, Esposende;Largo 25 de Abril - Lugar de Cima  ;4740 - 512 mar;Mar;41.579937;-8.786538;306487
Escola Básica de Marco de Canaveses;Lugar do Cruzeiro - Fornos  ;4630 - 276 marco de canaveses;Lugar do Cruzeiro Fornos;41.190838;-8.143662;1307787
